"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00016468","C36B7.5","unk",26.182,32.783,29.17,34.199,1.072,0.951
"WBGene00022255","tmed-13","unk",17.34,17.695,11.033,27.296,1.097,0.951
"WBGene00021900","Y54H5A.2","unk",1242.031,1132.519,1249.85,1154.432,1.013,0.951
"WBGene00009829","tmed-10","ALG",2594.778,2360.623,2496.114,2404.427,-1.01,0.951
"WBGene00006481","plrg-1","CSR",3708.346,3608.286,3635.763,3744.011,1.009,0.951
"WBGene00017125","acdh-12","ALG",4516.887,4209.745,4412.9,4233.092,-1.009,0.951
"WBGene00008765","ttx-7","CSR",1963.121,1838.975,1853.852,1987.628,1.011,0.951
"WBGene00045022","K04D7.7","unk",2.372,1.629,0,5.193,1.302,NA
"WBGene00005833","srw-86","unk",3.692,0.874,1.002,4.64,1.268,0.951
"WBGene00003975","pen-2","CSR",468.098,452.469,492.696,409.902,-1.02,0.951
"WBGene00017928","tut-1","CSR",391.712,399.946,373.002,402.819,-1.02,0.951
"WBGene00013850","ZC84.7","unk",0,7.047,3.008,2.749,-1.255,0.951
"WBGene00000533","clh-6","unk",1720.617,1711.326,1735.979,1658.376,-1.011,0.951
"WBGene00010970","glb-20","unk",49.596,40.785,33.103,51.688,-1.061,0.951
"WBGene00013774","clec-193","unk",1.235,0,0,1.834,1.584,NA
"WBGene00003119","mac-1","CSR",1556.472,1416.229,1402.827,1529.892,-1.012,0.951
"WBGene00007587","mma-1","CSR",5435.51,5270.036,5268.446,5522.636,1.008,0.951
"WBGene00019913","R06B10.2","unk",43.545,29.456,45.159,32.302,1.066,0.951
"WBGene00003613","nhr-14","unk",69.835,97.223,78.221,96.937,1.044,0.951
"WBGene00003807","npr-1","unk",8.686,6.216,11.035,1.809,-1.162,0.951
"WBGene00005606","srj-18","unk",1.27,5.396,2.059,3.402,-1.238,0.951
"WBGene00018142","oac-22","unk",3.728,4.452,9.03,0.901,1.203,0.951
"WBGene00015426","C04E6.12","unk",1.413,9.161,5.629,7.247,1.175,0.951
"WBGene00220131","Y11D7A.21","unk",3.257,4.287,0,6.18,-1.245,0.951
"WBGene00022645","ZK6.11","unk",3683.377,4520.619,4069.027,4231.884,1.011,0.951
"WBGene00012523","srbc-65","unk",3.709,2.644,4.011,3.661,1.215,0.951
"WBGene00044897","M01D7.9","WAGO",17.346,28.331,27.082,22.722,1.081,0.951
"WBGene00004109","stam-1","ALG",2665.197,2551.085,2559.191,2604.547,-1.01,0.951
"WBGene00195239","ZK1127.13","unk",777.201,688.752,726.072,760.602,1.016,0.951
"WBGene00077606","C06C6.10","unk",0,1.615,0.996,0,-1.629,NA
"WBGene00014037","ZK643.6","unk",1.236,0,0,1.83,1.579,NA
"WBGene00044699","nhr-286","unk",65.739,84.292,71.225,86.048,1.045,0.951
"WBGene00011093","R07B7.9","unk",58.484,67.39,67.379,64.888,1.048,0.951
"WBGene00017135","EEED8.4","unk",266.277,230.171,264.724,218.658,-1.026,0.951
"WBGene00015800","C15H9.4","CSR",1088.254,1103.127,1045.58,1117.218,-1.013,0.951
"WBGene00015955","C18B2.4","WAGO",599.607,672.748,617.858,677.31,1.017,0.951
"WBGene00020118","R155.4","unk",3.73,1.783,4.014,2.698,1.231,0.951
"WBGene00044632","Y73F8A.37","unk",8.581,8.674,12.018,7.512,1.13,0.951
"WBGene00013642","daf-38","unk",6.203,7.989,6.019,6.336,-1.153,0.951
"WBGene00012699","Y39B6A.41","WAGO",34.754,33.763,33.108,39.768,1.065,0.951
"WBGene00007757","C27A7.6","CSR",1392.255,1307.467,1308.293,1356.727,-1.012,0.951
"WBGene00000444","ceh-21","CSR",466.177,465.205,456.569,457.857,-1.019,0.951
"WBGene00011708","T11B7.5","unk",70.257,114.826,98.227,80.34,-1.044,0.951
"WBGene00021941","lgc-33","WAGO",9.923,21.258,22.028,12.726,1.1,0.951
"WBGene00009188","lsy-22","CSR",1964.501,1807.08,1861.334,1866.442,-1.011,0.951
"WBGene00021264","fbxa-13","WAGO",66.865,60.134,56.165,64.649,-1.049,0.952
"WBGene00017423","F13C5.2","WAGO",685.243,855.844,764.496,755.287,-1.016,0.952
"WBGene00013223","efa-6","CSR",5199.997,4958.093,5096.202,5141.526,1.008,0.952
"WBGene00013791","Y116A8C.11","unk",1.238,0,0,1.823,1.571,NA
"WBGene00077586","T09F5.17","unk",1.238,0,0,1.822,1.57,NA
"WBGene00020673","T22B7.4","WAGO",273.233,257.079,265.884,251.698,-1.024,0.952
"WBGene00202103","F22B3.20","unk",2.351,0,0.996,2.131,1.38,NA
"WBGene00006634","tsp-8","unk",209.159,235.006,226.652,207.008,-1.026,0.952
"WBGene00010475","K01F9.2","unk",56.927,38.868,53.152,47.43,1.056,0.952
"WBGene00019963","R08E5.3","unk",297.753,370.164,327.044,357.525,1.022,0.952
"WBGene00013611","Y102A5C.2","unk",277.068,285.046,311.873,264.015,1.023,0.952
"WBGene00014956","Y102A5C.11","WAGO",1.232,0.876,1.002,1.849,1.365,NA
"WBGene00020292","nep-19","unk",0,2.672,1.003,2.702,1.346,NA
"WBGene00006957","wsp-1","CSR",1932.29,1737.317,1839.676,1786.181,-1.011,0.953
"WBGene00013623","fbxa-90","WAGO",53.246,44.22,39.115,52.805,-1.056,0.953
"WBGene00008853","clec-101","unk",1.239,0,0,1.817,1.564,NA
"WBGene00022346","pals-17","unk",75.422,63.491,65.179,79.576,1.046,0.953
"WBGene00019228","H23L24.1","unk",1.233,0.876,1.002,1.847,1.363,NA
"WBGene00044290","B0035.18","unk",248.12,202.355,219.876,217.733,-1.026,0.953
"WBGene00004128","pqn-41","CSR",1638.686,1418.504,1438.955,1575.191,-1.012,0.953
"WBGene00001723","grl-14","unk",6.953,8.555,8.6,5.067,-1.144,0.953
"WBGene00021391","smut-1","WAGO",2138.17,2005.907,2083.866,2099.887,1.01,0.953
"WBGene00021805","Y53G8AM.5","unk",0,2.637,1.003,0.919,-1.41,NA
"WBGene00199676","F42H10.14","unk",0,1.602,0.996,0,-1.61,NA
"WBGene00011714","T11F9.13","unk",2.407,5.864,3.994,2.98,-1.202,0.953
"WBGene00007021","immp-1","unk",303.971,251.681,312.65,228.264,-1.026,0.953
"WBGene00003597","nhl-1","unk",157.005,265.631,221.452,216.534,1.03,0.953
"WBGene00008265","kcnl-4","unk",25.139,54.765,54.188,31.621,1.065,0.953
"WBGene00018662","math-30","unk",1.24,0,0,1.813,1.56,NA
"WBGene00022772","ZK616.2","unk",74.132,52.9,62.004,70.397,1.048,0.953
"WBGene00003756","nlp-18","unk",58.934,52.2,55.095,50.467,-1.051,0.953
"WBGene00016403","grsp-3","unk",0,1.5,0.863,1.609,1.433,NA
"WBGene00008926","F17H10.2","unk",323.948,308.99,279.985,338.269,-1.022,0.953
"WBGene00007973","C36B1.6","unk",43.401,37.95,48.152,37.709,1.059,0.953
"WBGene00010216","F57G8.7","unk",6.163,5.26,3.007,10.157,1.16,0.953
"WBGene00008287","C54C6.5","unk",8.478,9.325,4.998,10.719,-1.133,0.954
"WBGene00008812","F14F7.5","unk",7.57,2.636,4.073,4.429,-1.181,0.954
"WBGene00022574","ZC239.16","unk",30.662,22.575,23.036,33.752,1.073,0.954
"WBGene00021063","sbds-1","unk",1313.381,1323.083,1322.841,1344.276,1.012,0.954
"WBGene00019522","K08B12.3","unk",63.082,81.188,77.216,74,1.044,0.954
"WBGene00271788","M01H9.10","unk",1.223,3.453,5.005,0.946,1.248,0.954
"WBGene00010940","M163.8","unk",38.72,54.018,42.737,45.4,-1.056,0.954
"WBGene00044403","fbxa-219","unk",25.992,37.995,32.093,36.47,1.066,0.954
"WBGene00019182","H10E21.1","unk",86.819,109.94,85.885,103.986,-1.039,0.954
"WBGene00013551","Y75B8A.16","unk",611.769,680.259,641.063,672.956,1.016,0.954
"WBGene00016374","swd-2.2","CSR",2736.083,2383.015,2468.791,2698.692,1.011,0.954
"WBGene00016533","C39D10.6","unk",19.766,27.292,27.071,23.842,1.076,0.954
"WBGene00020653","T21E3.2","ALG",0,4.406,3.008,2.747,1.266,0.954
"WBGene00196783","F25F2.3","unk",0,1.595,0.996,0,-1.598,NA
"WBGene00201246","T18H9.10","unk",2.334,1.582,4.977,0,1.288,NA
"WBGene00008894","F16H6.4","unk",15.44,12.896,11.647,13.971,-1.102,0.954
"WBGene00001996","hpl-2","unk",2122.188,2051.812,1999.441,2216.011,1.01,0.954
"WBGene00019643","K11C4.2","ALG",29.727,51.322,40.12,46.393,1.06,0.954
"WBGene00206391","C01B9.7","unk",0,1.594,0.996,0,-1.596,NA
"WBGene00020528","lgc-54","unk",34.751,47.971,38.123,49.723,1.058,0.954
"WBGene00020101","lmtr-5","CSR",630.88,669.924,645.816,675.847,1.015,0.954
"WBGene00008007","C38D4.7","WAGO",47.065,38.045,34.101,55.501,1.058,0.954
"WBGene00018428","fbxa-183","unk",2.477,3.54,4.012,0.909,-1.237,0.954
"WBGene00010428","dcn-1","CSR",1112.887,1120.902,1138.769,1068.361,-1.012,0.954
"WBGene00012408","Y7A5A.2","unk",7.373,13.942,8.015,11.186,-1.119,0.954
"WBGene00005079","srd-1","unk",0,5.311,5.015,1.818,1.245,0.954
"WBGene00011094","R07B7.10","unk",207.523,232.424,235.799,216.146,1.025,0.954
"WBGene00012000","T24H10.1","CSR",2165.807,2012.092,2120.255,2096.593,1.01,0.954
"WBGene00009030","clec-233","unk",7.42,11.467,14.039,7.314,1.12,0.954
"WBGene00007646","nkb-1","CSR",1866.14,1764.397,1905.419,1762.53,1.011,0.954
"WBGene00021918","Y55D5A.4","unk",35.827,29.934,34.09,27.509,-1.066,0.954
"WBGene00018157","lron-6","unk",3.726,6.226,4.013,4.512,-1.176,0.954
"WBGene00020462","ari-2","CSR",2202.063,1806.765,1948.481,2008.008,-1.012,0.954
"WBGene00018772","F53G12.4","WAGO",29.724,28.31,25.074,29.119,-1.069,0.954
"WBGene00013156","Y53F4B.9","CSR",1392.044,1642.957,1540.42,1463.058,-1.012,0.954
"WBGene00013227","Y56A3A.6","unk",93.233,113.177,104.358,95.357,-1.037,0.954
"WBGene00021313","paqr-2","CSR",1445.195,1476.452,1435.866,1518.454,1.011,0.954
"WBGene00000978","dhs-15","unk",8.665,18.559,12.035,18.229,1.101,0.954
"WBGene00016421","cdc-7","CSR",2088.11,1938.025,1849.916,2128.489,-1.011,0.954
"WBGene00021524","Y41D4B.24","unk",1.24,2.661,3.009,0,-1.321,NA
"WBGene00004894","sms-3","CSR",196.294,202.282,196.731,212.189,1.026,0.954
"WBGene00206534","C31A11.13","unk",0,2.633,0,3.687,1.367,NA
"WBGene00022039","Y65B4BL.7","ALG",19.77,29.845,28.156,25.484,1.073,0.954
"WBGene00017982","hpo-18","ALG",2213.191,2067.371,2052.551,2182.641,-1.01,0.954
"WBGene00015485","C05D11.8","WAGO",1989.689,1945.605,1957.948,1938.103,-1.01,0.955
"WBGene00018492","hpo-26","unk",23.356,54.065,39.075,34.45,-1.064,0.955
"WBGene00013370","Y60A9.3","WAGO",18.467,23.612,28.06,17.61,1.08,0.955
"WBGene00043067","dlc-5","unk",14.803,30.725,25.061,17.503,-1.081,0.955
"WBGene00008385","D1081.7","ALG",13588.354,13383.377,13454.625,13342.345,-1.006,0.955
"WBGene00199923","K04G2.14","unk",0,1.584,0.996,0,-1.582,NA
"WBGene00004309","rap-3","unk",27.179,23.771,25.066,29.344,1.071,0.955
"WBGene00003633","nhr-43","unk",33.05,62.896,51.513,50.409,1.055,0.955
"WBGene00005535","sri-23","unk",1.238,1.768,4.012,0,1.318,NA
"WBGene00044316","F41G3.21","unk",36.804,47.775,40.063,40.288,-1.057,0.955
"WBGene00020706","atg-9","unk",2459.795,2414.752,2361.753,2558.561,1.009,0.955
"WBGene00005591","srj-1","unk",1.238,1.769,4.012,0,1.317,NA
"WBGene00013345","Y59A8B.8","CSR",314.155,433.247,336.94,396.563,-1.022,0.955
"WBGene00019672","K12B6.8","unk",161.573,159.456,163.558,148.521,-1.029,0.955
"WBGene00022873","ZK1240.9","unk",28.486,25.657,16.048,41.856,1.074,0.955
"WBGene00001234","eif-6","CSR",1634.064,1393.914,1453.228,1606.525,1.012,0.955
"WBGene00018216","F40A3.1","unk",118.688,134.016,120.329,140.891,1.032,0.955
"WBGene00003779","nob-1","unk",45.758,93.859,87.811,60.056,1.049,0.955
"WBGene00021526","Y41G9A.2","unk",2.473,3.527,4.011,0.915,-1.231,0.955
"WBGene00010231","F58B3.4","CSR",1877.895,1838.777,1985.604,1770.784,1.011,0.955
"WBGene00003953","pbs-7","ALG",4965.897,4423.036,4568.599,4733.967,-1.009,0.955
"WBGene00020171","T02H6.1","CSR",1233.512,1232.822,1209.921,1228.338,-1.011,0.955
"WBGene00206520","ZK897.10","unk",0,0,0,0.564,1.663,NA
"WBGene00015220","B0507.3","unk",33.497,34.619,24.077,39.826,-1.064,0.955
"WBGene00013486","egas-1","unk",9.947,16.048,12.042,11.686,-1.103,0.955
"WBGene00001096","dsc-1","unk",1.252,4.475,0,4.582,-1.261,0.955
"WBGene00015458","C04G6.10","unk",1.231,1.749,2.004,1.854,1.286,NA
"WBGene00020305","T07D3.2","unk",1.236,2.644,3.008,0,-1.313,NA
"WBGene00044241","C53D6.11","unk",28.467,36.227,29.084,31.911,-1.064,0.955
"WBGene00010402","H16D19.4","WAGO",6.106,10.334,8.007,6.651,-1.131,0.955
"WBGene00020018","R12B2.2","WAGO",205.609,191.127,233.697,173.754,1.027,0.955
"WBGene00020978","W03B1.9","ALG",0,13.349,8.027,3.606,-1.175,0.955
"WBGene00007241","txt-12","unk",6.004,13.663,10.418,7.302,-1.121,0.956
"WBGene00198462","F01D5.14","unk",2.177,2.87,6.222,0,1.245,0.956
"WBGene00045511","F11A5.18","unk",10.963,7.713,3.001,13.406,-1.13,0.956
"WBGene00017661","frpr-6","unk",11.158,5.319,12.037,6.349,1.126,0.956
"WBGene00013562","Y75B8A.32","unk",22.339,12.436,23.075,14.467,1.087,0.956
"WBGene00195151","F53H2.4","unk",104.835,100.414,89.052,108.902,-1.036,0.956
"WBGene00008334","sdz-8","unk",38.313,37.006,41.111,38.465,1.057,0.956
"WBGene00018298","nlp-50","unk",90.375,60.287,79.068,64.594,-1.043,0.956
"WBGene00011972","T23G11.7","CSR",1241.376,1027.64,1157.536,1136.211,1.013,0.956
"WBGene00021832","syp-5","CSR",2144.813,1874.677,1975.677,1997.771,-1.01,0.956
"WBGene00007545","C13B4.1","WAGO",2801.953,2766.14,2996.855,2626.314,1.009,0.956
"WBGene00017945","F31D5.2","unk",107.947,136.733,120.386,133.008,1.032,0.956
"WBGene00015769","C14C11.7","unk",437.977,324.907,324.369,419.517,-1.022,0.956
"WBGene00004414","rpl-3","unk",52737.151,51091.421,50995.452,52220.213,-1.006,0.956
"WBGene00008568","F08A8.5","WAGO",10.334,3.694,5.32,10.4,1.137,0.956
"WBGene00018275","F41C3.11","unk",84.328,90.47,98.309,83.379,1.038,0.956
"WBGene00011092","R07B7.8","unk",210.02,195.165,198.813,196.032,-1.025,0.956
"WBGene00007355","rpb-6","CSR",639.383,575.2,591.431,640.074,1.015,0.956
"WBGene00045277","ZK742.6","WAGO",8.522,17.122,11.004,12.468,-1.103,0.956
"WBGene00009546","fbxb-3","unk",57.037,96.651,71.222,77.069,-1.043,0.956
"WBGene00001506","fut-2","unk",1.239,9.746,3.009,9.986,1.161,0.956
"WBGene00022866","ZK1240.1","unk",1.24,4.431,0,4.538,-1.257,0.956
"WBGene00013781","Y116A8B.4","unk",20.553,14.363,24.981,12.737,1.086,0.956
"WBGene00008587","F08G12.3","unk",145.165,112.752,139.446,125.785,1.032,0.956
"WBGene00175034","F54B3.4","unk",7.386,5.247,5.011,9.27,1.139,0.956
"WBGene00010641","crml-1","CSR",7566.096,7533.958,7625.836,7371.698,-1.007,0.956
"WBGene00219886","F09E10.15","unk",0,2.872,2.075,0,-1.396,NA
"WBGene00016539","madd-2","unk",337.854,222.091,158.934,446.595,1.079,0.956
"WBGene00201449","F56A6.7","unk",4.363,2.156,5.171,2.466,1.194,0.956
"WBGene00001592","glc-2","unk",68.25,100.352,90.291,85.928,1.039,0.956
"WBGene00004876","smf-1","unk",236.788,303.688,261.254,293.258,1.023,0.956
"WBGene00008528","F02E9.1","unk",737.566,611.499,676.459,690.122,1.015,0.956
"WBGene00010699","trpp-6","unk",836.798,630.92,751.718,735.405,1.016,0.956
"WBGene00005026","sqv-8","unk",1305.641,1302.718,1344.48,1235.457,-1.011,0.956
"WBGene00005092","srd-14","unk",13.614,9.718,10.029,15.504,1.102,0.956
"WBGene00011599","T07G12.8","unk",108.093,137.578,117.21,137.192,1.032,0.956
"WBGene00010483","K01G12.3","WAGO",228.41,239.059,226.74,230.393,-1.023,0.956
"WBGene00019236","H23N18.5","unk",39.006,23.169,34.019,23.888,-1.066,0.956
"WBGene00009157","F26E4.2","unk",45.261,69.978,50.056,60.492,-1.048,0.956
"WBGene00011639","ztf-17","WAGO",2241.681,2103.789,2187.552,2195.712,1.009,0.956
"WBGene00016066","acd-2","unk",72.082,101.541,100.341,81.026,1.039,0.956
"WBGene00008799","F14E5.1","unk",33.507,30.199,29.094,30.746,-1.063,0.956
"WBGene00013808","sfa-1","CSR",3253.343,3365.582,3471.288,3092.854,-1.009,0.956
"WBGene00020784","tat-4","WAGO",441.622,393.02,418.156,400.646,-1.018,0.956
"WBGene00007449","C08F8.9","CSR",396.561,351.796,389.035,371.966,1.019,0.956
"WBGene00045362","F11D11.12","unk",1.238,12.379,11.032,0.911,-1.167,0.956
"WBGene00008146","C47E8.9","unk",0.665,5.399,3.696,3.392,1.207,0.956
"WBGene00017103","klo-2","unk",121.641,159.044,159.518,131.05,1.031,0.956
"WBGene00021438","Y39A3B.3","unk",1.21,2.537,0.999,1.956,-1.281,NA
"WBGene00197482","C07A12.11","unk",0,1.595,0,1.075,-1.542,NA
"WBGene00004402","rom-3","unk",2.048,4.404,1.359,3.917,-1.213,0.956
"WBGene00017146","EGAP1.1","unk",2.475,7.069,3.009,8.206,1.161,0.956
"WBGene00006824","unc-95","unk",125.147,180.643,147.447,150.835,-1.03,0.957
"WBGene00000009","aat-8","unk",4.964,17.766,17.055,3.616,-1.12,0.957
"WBGene00006059","stc-1","ALG",1929.145,1744.638,1818.944,1814.929,-1.01,0.957
"WBGene00013000","ddl-2","CSR",276.035,220.218,229.795,253.498,-1.023,0.957
"WBGene00015330","C02B10.5","CSR",1232.405,1132.753,1240.73,1150.468,1.012,0.957
"WBGene00005512","srh-105","unk",6.192,0.885,3.009,2.731,-1.206,0.957
"WBGene00013602","Y87G2A.16","WAGO",11.169,21.315,10.032,19.897,-1.092,0.957
"WBGene00007178","B0457.2","unk",156.101,181.475,189.571,158.176,1.027,0.957
"WBGene00021449","mltn-7","WAGO",3.873,3.699,4.469,1.874,-1.191,0.957
"WBGene00022086","sprr-3","unk",2.482,20.436,17.055,9.038,1.114,0.957
"WBGene00015113","B0281.6","unk",0,4.414,2.006,3.652,1.245,0.957
"WBGene00011375","T02E1.2","unk",2345.077,2234.973,2239.475,2297.466,-1.009,0.957
"WBGene00206502","T01B7.13","unk",2.407,2.513,1.997,1.987,-1.236,NA
"WBGene00001747","gsp-1","CSR",1793.096,1697.585,1804.961,1718.575,1.01,0.957
"WBGene00003986","mct-4","unk",968.526,1110.407,1015.007,1092.486,1.012,0.957
"WBGene00010924","pycr-1","unk",106.459,122.855,122.355,114.828,1.032,0.957
"WBGene00010947","M176.11","unk",35.856,43.208,46.127,37.502,1.054,0.957
"WBGene00021327","mrpl-38","CSR",1602.271,1591.273,1634.133,1527.902,-1.01,0.957
"WBGene00022870","ZK1240.5","unk",9.905,15.914,12.035,16.396,1.094,0.957
"WBGene00271822","F11G11.15","unk",0,4.944,1.995,2.04,-1.259,NA
"WBGene00011303","R166.3","WAGO",403.546,359.344,368.916,379.041,-1.018,0.957
"WBGene00012442","Y15E3A.3","WAGO",22.344,16.885,19.062,17.167,-1.079,0.957
"WBGene00044780","F18E9.8","unk",1.767,6.864,5.737,2.3,-1.181,0.957
"WBGene00017854","F27C1.4","unk",46.388,37.864,33.026,46.608,-1.054,0.957
"WBGene00044551","ZK105.8","unk",0,4.419,2.006,3.645,1.242,0.957
"WBGene00019183","npr-30","unk",11.174,5.334,10.033,4.515,-1.127,0.958
"WBGene00019058","F58F9.4","unk",45.856,45.18,42.129,44.494,-1.05,0.958
"WBGene00045067","F07C6.6","unk",6.111,11.212,10.01,9.477,1.114,0.958
"WBGene00012152","cnc-10","unk",59.56,101.577,83.008,85.771,1.04,0.958
"WBGene00003099","lys-10","unk",55.499,50.02,47.113,53.462,-1.047,0.958
"WBGene00235356","Y67D8A.10","unk",54.86,54.936,46.028,68.762,1.046,0.958
"WBGene00077662","T26H2.12","unk",3.714,4.419,4.012,5.469,1.164,0.958
"WBGene00012045","T26E4.3","unk",1.239,2.656,4.012,0.909,1.241,NA
"WBGene00019781","M60.6","unk",116.545,119.687,146.455,97.947,1.033,0.958
"WBGene00018295","oac-29","unk",2.485,9.793,7.024,7.208,1.138,0.958
"WBGene00007345","C05E7.3","unk",4.926,9.625,11.024,5.556,1.125,0.958
"WBGene00010691","K08H2.4","unk",6.18,12.337,7.019,13.735,1.112,0.958
"WBGene00018996","F57B9.1","CSR",597.62,517.81,525.128,570.861,-1.016,0.958
"WBGene00009145","F26A3.7","CSR",877.088,812.784,839.18,828.038,-1.013,0.958
"WBGene00016953","C55C3.3","ALG",26.064,36.425,33.107,33.446,1.06,0.958
"WBGene00019044","F58E1.13","WAGO",37.168,39.839,32.097,40.903,-1.055,0.958
"WBGene00012025","clec-38","unk",1.24,2.659,4.012,0.907,1.239,NA
"WBGene00009387","glb-15","unk",19.776,15.862,19.051,19.228,1.078,0.958
"WBGene00009165","gpx-1","ALG",232.363,207.593,233.45,215.927,1.023,0.958
"WBGene00005014","spt-4","CSR",720.793,682.23,690.203,730.57,1.014,0.958
"WBGene00012960","Y47H10A.4","unk",43.18,23.804,35.981,26.676,-1.061,0.958
"WBGene00008459","mrpl-53","CSR",492.68,528.898,475.683,562.888,1.016,0.958
"WBGene00013213","Y54G11A.2","CSR",1193.11,1194.544,1200.459,1212.745,1.011,0.958
"WBGene00004922","snt-2","unk",347.811,396.873,375.255,384.107,1.018,0.958
"WBGene00004408","rla-0","CSR",44079.279,41903.111,41539.985,43927.016,-1.006,0.958
"WBGene00011260","cnnm-5","ALG",9.942,6.235,8.027,6.303,-1.122,0.958
"WBGene00001311","end-3","unk",11.127,18.516,15.041,17.381,1.086,0.958
"WBGene00000017","abf-6","unk",85.113,114.995,87.211,106.869,-1.035,0.959
"WBGene00016624","hrpl-1","unk",1216.735,1159.948,1115.088,1233.297,-1.011,0.959
"WBGene00235133","T26H5.14","unk",2.437,8.578,2.001,7.648,-1.157,0.959
"WBGene00271606","F22F4.9","unk",2.446,8.634,6.006,3.784,-1.152,0.959
"WBGene00015124","anmt-1","WAGO",60.798,68.146,68.413,66.018,1.04,0.959
"WBGene00004782","set-2","CSR",2484.293,2289.378,2561.685,2164.167,-1.01,0.959
"WBGene00011100","nhr-209","unk",47.211,73.883,57.192,59.478,-1.044,0.959
"WBGene00005641","sro-1","unk",17.357,15.957,7.022,29.025,1.088,0.959
"WBGene00021784","cogc-4","CSR",2956.904,2963.747,2992.05,2882.829,-1.008,0.959
"WBGene00003037","lin-54","CSR",2471.961,2246.17,2338.333,2417.262,1.009,0.959
"WBGene00004016","phf-5","unk",718.41,646.854,665.988,715.885,1.014,0.959
"WBGene00009584","drap-1","CSR",1459.42,1336.409,1434.675,1387.625,1.01,0.959
"WBGene00019863","R04A9.3","WAGO",74.349,64.649,76.232,57.234,-1.041,0.959
"WBGene00020464","tebp-2","CSR",1273.254,1078.819,1185.103,1136.22,-1.012,0.959
"WBGene00009230","oac-18","unk",13.667,17.805,17.058,17.119,1.081,0.959
"WBGene00018635","nprl-2","ALG",1939.135,1832.971,1945.006,1860.098,1.009,0.959
"WBGene00194982","Y17D7B.10","unk",4.849,3.397,5.998,0.972,-1.179,0.959
"WBGene00202087","K04G2.15","unk",3.485,0,0,4.41,1.296,NA
"WBGene00013782","npr-32","unk",8.682,4.436,6.019,5.435,-1.134,0.959
"WBGene00008151","rrp-1","CSR",1051.565,986.194,1032.232,1026.999,1.011,0.959
"WBGene00002018","hsp-16.41","unk",29.567,28.897,31.069,24.047,-1.061,0.959
"WBGene00016988","CD4.1","unk",28.433,64.354,63.172,35.689,1.054,0.959
"WBGene00017640","F20D6.11","unk",325.375,415.368,372.234,357.318,-1.019,0.959
"WBGene00219799","C05A9.12","unk",13.114,10.803,16.518,4.923,-1.102,0.959
"WBGene00015147","B0336.7","unk",1243.978,1321.876,1238.178,1355.926,1.011,0.959
"WBGene00010497","axl-1","unk",27.529,30.341,36.854,24.693,1.06,0.959
"WBGene00015309","C01G5.7","unk",6.853,1.398,7.61,2.305,1.166,0.959
"WBGene00017275","F08F8.10","CSR",2282.383,2095.063,2200.226,2135.669,-1.009,0.96
