"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00021435","Y39A3A.4","unk",26.344,25.867,45.711,41.348,1.669,0.455
"WBGene00001331","erd-2.1","unk",910.347,882.137,795.368,803.352,-1.121,0.455
"WBGene00019744","M02H5.8","unk",205.402,326.238,268.551,405.876,1.263,0.455
"WBGene00044354","ZK418.11","unk",9.913,9.741,4.012,1.817,-3.391,0.455
"WBGene00017348","F10E7.6","unk",744.702,584,734.547,786.351,1.148,0.455
"WBGene00000003","aat-2","unk",134.096,126.249,90.297,104.735,-1.333,0.455
"WBGene00019932","R07C12.2","unk",78.046,115.955,117.353,147.292,1.357,0.456
"WBGene00003237","mif-4","unk",9.744,18.851,4.002,6.705,-2.686,0.456
"WBGene00017825","cee-1","CSR",2355.437,2199.1,2032.291,2152.857,-1.087,0.456
"WBGene00011586","flp-33","unk",14.695,26.837,37.048,37.683,1.779,0.456
"WBGene00022271","cpx-1","unk",90.189,112.703,67.177,78.849,-1.393,0.456
"WBGene00003744","nlp-6","unk",56.63,56.054,94.128,69.464,1.451,0.456
"WBGene00077658","M106.8","CSR",447.322,356.729,461.23,481.065,1.176,0.456
"WBGene00006916","vha-7","CSR",5337.798,4866.521,6044.328,5042.53,1.086,0.457
"WBGene00007365","C06B3.6","unk",2008.247,2008.338,2165.436,2191.05,1.085,0.457
"WBGene00013446","Y66D12A.21","WAGO",799.576,717.24,812.82,897.945,1.13,0.457
"WBGene00002246","lag-2","WAGO",6.204,7.104,1.003,1.809,-4.711,0.457
"WBGene00219672","anr-54","unk",4.959,0.887,0,0,-16.486,NA
"WBGene00017241","pcyt-1","unk",996.057,979.665,912.893,856.714,-1.117,0.457
"WBGene00000517","cki-2","CSR",532.434,459.43,600.074,544.86,1.156,0.457
"WBGene00021533","Y42G9A.3","unk",251.028,384.078,362.582,415.291,1.22,0.457
"WBGene00015568","sre-3","unk",4.957,0.886,0,0,-16.465,NA
"WBGene00008222","C50B6.9","unk",46.931,51.034,34.088,26.617,-1.617,0.457
"WBGene00017858","F27C1.11","unk",57.227,63.316,45.155,33.236,-1.542,0.457
"WBGene00017848","F27B3.6","unk",77.712,61.448,44.107,48.828,-1.492,0.457
"WBGene00020995","W03F8.6","unk",26.026,48.109,20.477,21.363,-1.784,0.458
"WBGene00269392","F54F7.14","unk",0,0,3.003,2.849,15.507,NA
"WBGene00000102","akt-1","CSR",6940.612,6642.834,6230.658,6516.573,-1.065,0.458
"WBGene00015197","B0454.6","unk",137.884,189.543,201.675,215.489,1.268,0.458
"WBGene00013091","Y51B9A.9","unk",22.318,26.599,48.15,35.366,1.7,0.458
"WBGene00016264","C30F12.5","WAGO",201.461,297.141,258.963,368.854,1.252,0.458
"WBGene00009437","F35G2.3","WAGO",24.652,25.419,17.039,7.388,-2.058,0.458
"WBGene00018564","F47D12.9","CSR",2283.413,1993.692,1990.044,1915.065,-1.094,0.458
"WBGene00007716","fbxa-82","unk",29.428,16.115,37.748,40.993,1.746,0.458
"WBGene00015846","C16C8.8","unk",0,0,4.005,1.885,15.541,NA
"WBGene00013520","best-21","unk",73.134,93.935,97.3,133.409,1.377,0.458
"WBGene00004138","pqn-53","unk",2791.772,2791.451,2622.855,2555.716,-1.078,0.458
"WBGene00018039","F35D2.1","unk",7.436,4.43,2.006,0,-6.008,0.458
"WBGene00007559","C14A4.8","unk",2.472,0.881,10.027,4.581,4.488,0.458
"WBGene00021768","Y51F10.7","unk",2143.482,2089.625,2244.738,2343.187,1.084,0.458
"WBGene00021198","npp-26","unk",18.619,29.324,51.167,32.532,1.729,0.458
"WBGene00015137","B0310.1","unk",113.083,105.681,152.83,134.142,1.313,0.458
"WBGene00000750","col-177","unk",27.297,31.075,21.067,9.049,-1.95,0.458
"WBGene00016840","C50F2.7","unk",18.479,21.016,36.081,34.221,1.775,0.458
"WBGene00044356","W02D7.12","unk",0,0,4.006,1.882,15.518,NA
"WBGene00020016","lipl-3","unk",4.962,10.652,13.042,24.439,2.367,0.458
"WBGene00009121","F25H2.7","unk",561.865,473.785,636.009,559.811,1.157,0.458
"WBGene00020728","T23E1.1","unk",14.904,5.338,21.07,22.549,2.199,0.459
"WBGene00001372","exo-3","CSR",1954.408,1783.983,1967.399,2111.887,1.092,0.459
"WBGene00013083","Y51A2D.18","unk",177.621,245.57,277.927,249.806,1.241,0.459
"WBGene00000859","cwp-1","unk",0,0,5.002,0.958,15.841,NA
"WBGene00009908","F49H6.5","unk",0,5.142,10.666,9.698,3.755,0.46
"WBGene00007501","apc-17","CSR",1249.673,1204.125,1121.334,1098.235,-1.105,0.46
"WBGene00017798","slc-17.8","unk",15.185,26.636,12.588,6.434,-2.217,0.46
"WBGene00016230","C29G2.2","CSR",207.737,236.366,271.749,270.669,1.219,0.46
"WBGene00012578","Y37H9A.3","CSR",827.805,737.693,686.346,695.654,-1.131,0.46
"WBGene00007285","C04A11.1","unk",8.525,31.819,9.366,8.034,-2.347,0.46
"WBGene00007611","C15H7.4","ALG",2.477,0.885,9.027,5.458,4.44,0.46
"WBGene00010015","atad-3","CSR",4677.644,4451.698,4829.253,4922.17,1.069,0.46
"WBGene00004278","rab-19","unk",639.749,488.532,476.698,487,-1.167,0.46
"WBGene00008106","C45B11.5","unk",0,0,3.004,2.823,15.372,NA
"WBGene00008086","C44C10.5","WAGO",126.657,64.024,60.199,69.505,-1.459,0.461
"WBGene00008735","F13D2.1","unk",431.228,527.325,577.629,538.026,1.161,0.461
"WBGene00044461","Y18H1A.14","WAGO",1.241,10.655,0,1.81,-6.527,0.461
"WBGene00020397","pcbd-1","WAGO",249.985,261.621,307.668,307.45,1.201,0.461
"WBGene00005016","sqt-1","unk",97.013,229.765,112.396,124.588,-1.387,0.461
"WBGene00003529","nas-10","unk",0,7.114,18.06,7.222,3.393,0.461
"WBGene00013033","Y49E10.10","ALG",6.272,1.794,14.204,9.635,3.038,0.461
"WBGene00219618","linc-60","unk",23.192,23.232,8.006,14.271,-2.08,0.461
"WBGene00001653","gon-4","CSR",6722.491,6507.053,6189.886,6250.229,-1.063,0.461
"WBGene00004322","rcq-5","CSR",2302.024,2296.755,2052.154,2187.467,-1.084,0.461
"WBGene00008991","F20G4.2","CSR",274.364,234.655,312.021,300.787,1.207,0.461
"WBGene00002060","ife-2","unk",617.968,725.181,593.598,583.345,-1.143,0.461
"WBGene00010960","atp-6","ERGO",7339.139,6055.565,7382.43,7098.98,1.082,0.461
"WBGene00011270","R31.2","CSR",523.931,432.188,532.83,571.743,1.16,0.461
"WBGene00020686","T22D1.8","ALG",2.48,0.887,10.031,4.535,4.454,0.462
"WBGene00012163","VZK822L.2","unk",3.641,5.959,13.998,12.583,2.734,0.462
"WBGene00000187","arl-1","ALG",962.889,935.638,1065.067,1044.107,1.111,0.462
"WBGene00016287","C31H1.2","unk",1.239,0,2.006,7.278,8.429,0.462
"WBGene00022569","ZC239.6","WAGO",79.347,69.023,35.394,63.725,-1.503,0.462
"WBGene00013385","Y62E10A.19","unk",63.221,69.13,32.099,54.443,-1.527,0.462
"WBGene00008996","glb-14","WAGO",24.733,21.172,13.036,9.141,-2.07,0.462
"WBGene00018257","F41B4.1","unk",95.494,100.236,54.17,84.272,-1.412,0.462
"WBGene00012011","T25B9.5","unk",4.966,0.889,8.026,11.741,3.514,0.462
"WBGene00185014","F17C8.9","unk",139.989,200.05,200.603,232.749,1.269,0.462
"WBGene00022291","Y75D11A.2","unk",2.465,6.137,0,0.923,-9.088,NA
"WBGene00020851","nhr-227","unk",7.442,10.399,27.542,13.005,2.243,0.462
"WBGene00023186","Y67D8B.3","unk",0,0,5.007,0.941,15.668,NA
"WBGene00016184","glb-9","unk",12.111,28.222,10.264,7.776,-2.251,0.463
"WBGene00006373","syx-5","ALG",2628.179,2498,2333.502,2405.294,-1.081,0.463
"WBGene00007493","npp-23","CSR",2408.655,2229.076,2090.462,2177.6,-1.086,0.463
"WBGene00006918","vha-9","ALG",2174.845,2211.752,2325.879,2422.273,1.082,0.463
"WBGene00019415","K05F6.4","unk",88.023,94.85,66.205,64.405,-1.402,0.463
"WBGene00000160","apb-1","CSR",2681.289,2739.943,2529.814,2499.345,-1.078,0.463
"WBGene00019732","M02D8.6","unk",63.927,112.505,115.221,130.327,1.381,0.463
"WBGene00004896","smu-2","unk",1498.915,1542.198,1430.738,1341.867,-1.097,0.463
"WBGene00045455","F26G1.11","unk",12.365,8.82,4.011,2.743,-3.133,0.463
"WBGene00194711","D2062.13","ALG",0,0.875,5.011,3.707,8.683,NA
"WBGene00003072","lrp-2","CSR",4259.575,4591.622,5145.806,4432.96,1.082,0.464
"WBGene00001695","grd-6","unk",12.35,8.84,4.074,2.698,-3.129,0.464
"WBGene00001706","grd-17","unk",4.916,0.872,0,0,-16.113,NA
"WBGene00003709","nhr-119","unk",146.758,184.647,148.518,105.991,-1.308,0.464
"WBGene00021698","frl-1","CSR",753.525,778.976,705.185,652.877,-1.129,0.465
"WBGene00001736","grl-27","WAGO",1.226,1.735,8.012,5.634,4.552,0.465
"WBGene00008994","F21A3.4","unk",0,3.525,8.022,8.241,4.356,0.465
"WBGene00016747","nmur-1","unk",11.165,19.525,0,9.959,-3.06,0.465
"WBGene00044573","C15B12.9","unk",4.957,3.543,0,0.908,-8.963,NA
"WBGene00044321","mrps-30","CSR",2718.873,2610.656,2520.258,2413.351,-1.08,0.465
"WBGene00012899","Y46G5A.7","WAGO",112.717,105.303,92.275,66.402,-1.375,0.465
"WBGene00022420","wdr-4","WAGO",3383.335,2976.133,2962.091,2906.172,-1.083,0.465
"WBGene00019472","cyp-35B1","unk",13.655,10.665,28.092,20.78,2.018,0.465
"WBGene00000233","avr-15","unk",169.487,260.909,231.423,315.526,1.263,0.465
"WBGene00013123","Y52B11A.3","CSR",1115.259,1073.107,961.17,1009.159,-1.11,0.465
"WBGene00015928","C17H12.2","WAGO",3919.376,3948.284,4183.785,4224.652,1.069,0.465
"WBGene00016914","C54D1.7","unk",17.14,13.844,26.033,32.057,1.884,0.465
"WBGene00012526","Y32B12C.3","unk",3.727,2.67,7.024,13.521,3.248,0.465
"WBGene00018778","F53H1.4","unk",3025.023,2916.858,2753.817,2765.398,-1.076,0.465
"WBGene00021360","Y37E11AL.4","unk",0,0,5.01,0.928,15.528,NA
"WBGene00011139","R08B4.3","WAGO",169.194,197.085,139.36,149.621,-1.27,0.465
"WBGene00021999","thn-5","unk",0,0,4.011,1.829,15.181,NA
"WBGene00015903","C17E7.9","CSR",452.691,433.492,393.954,365.244,-1.167,0.465
"WBGene00004973","spe-27","ALG",0,0,2.002,3.778,15.291,NA
"WBGene00022016","Y61A9LA.4","WAGO",4.944,7.05,9.024,21.974,2.569,0.465
"WBGene00018025","F35A5.2","unk",8.574,45.901,56.074,44.249,1.807,0.465
"WBGene00016633","C44B11.1","unk",2.459,6.109,0,0.93,-9.013,NA
"WBGene00006976","zhp-3","CSR",1574.394,1408.571,1392.648,1311.451,-1.102,0.466
"WBGene00189931","Y26G10.6","unk",0,0,1,4.845,15.649,NA
"WBGene00009788","F46F2.4","WAGO",21.071,14.176,32.099,31.773,1.827,0.467
"WBGene00008042","C40H1.7","unk",90.303,135.395,144.902,154.694,1.322,0.467
"WBGene00003660","nhr-70","CSR",203.43,236.046,192.611,160.291,-1.249,0.467
"WBGene00018286","F41E6.5","unk",151.735,184.957,207.77,214.227,1.251,0.467
"WBGene00009711","F44G4.1","CSR",2311.626,2114.585,2424.615,2372.536,1.085,0.467
"WBGene00021357","Y37E11AL.1","WAGO",12.401,21.288,6.019,8.156,-2.386,0.467
"WBGene00011607","T08D2.2","unk",65.703,65.589,47.146,40.828,-1.493,0.467
"WBGene00014822","R11H6.6","WAGO",32.197,24.765,9.027,20.027,-1.947,0.467
"WBGene00006625","try-7","ALG",0,0,4.012,1.816,15.093,NA
"WBGene00001860","him-1","CSR",10634.656,10670.779,10361.63,9738.206,-1.06,0.467
"WBGene00012780","Y42A5A.5","CSR",75.471,45.366,72.025,102.656,1.458,0.467
"WBGene00007058","dmd-6","unk",170.194,189.858,176.659,98.161,-1.32,0.467
"WBGene00009288","F31C3.6","WAGO",196.299,226.991,189.638,147.792,-1.258,0.467
"WBGene00016968","epg-5","unk",2865.979,2591.205,3032.948,2868.803,1.082,0.467
"WBGene00011252","R11H6.4","unk",71.18,46.976,97.985,72.849,1.45,0.467
"WBGene00015752","C14B9.2","ALG",1145.545,1592.636,1456.911,1648.011,1.132,0.467
"WBGene00269391","F54F2.14","unk",0,0,3.007,2.762,15.065,NA
"WBGene00018284","F41E6.1","ALG",0,0,1.014,4.805,15.631,NA
"WBGene00004736","sca-1","CSR",8712.086,10083.682,10430.373,9748.328,1.073,0.467
"WBGene00008186","best-11","ALG",0,3.551,9.029,7.239,4.326,0.467
"WBGene00020420","T10E10.3","unk",5.44,8.75,2.277,0.997,-4.281,0.467
"WBGene00008830","nhr-176","unk",49.581,89.498,102.315,97.117,1.421,0.467
"WBGene00001782","gst-34","unk",0,0,3.007,2.76,15.053,NA
"WBGene00020866","vps-24","unk",2082.371,2174.014,2242.3,2372.874,1.084,0.468
"WBGene00020847","cgr-1","unk",172.357,229.672,258.809,241.157,1.238,0.468
"WBGene00020025","R12C12.5","CSR",1069.483,1048.436,984.701,921.125,-1.111,0.468
"WBGene00004456","rpl-43","unk",5664.356,5037.47,5529.594,5966.599,1.075,0.468
"WBGene00007599","C15A11.7","unk",234.883,260.107,307.338,289.877,1.205,0.468
"WBGene00015297","sco-1","CSR",1148.092,1163.383,1006.991,1080.102,-1.107,0.468
"WBGene00008250","srsx-29","unk",0,0,5.015,0.911,15.357,NA
"WBGene00013636","Y105C5A.12","unk",28.76,39.878,0,11.072,-6.204,0.468
"WBGene00010744","K10D6.4","unk",116.428,121.956,68.641,106.159,-1.365,0.468
"WBGene00001060","dpf-7","CSR",2171.763,2217.613,1941.459,2100.56,-1.086,0.469
"WBGene00195257","W01A8.10","unk",0,0,3.008,2.751,15.005,NA
"WBGene00002001","hars-1","CSR",3895.241,3507.126,3482.793,3385.632,-1.077,0.469
"WBGene00017011","eaf-1","CSR",2185.477,2166.237,1949.44,2062.309,-1.084,0.469
"WBGene00018008","vpr-1","ALG",3713.32,3463.417,3751.826,3951.928,1.074,0.469
"WBGene00008918","pigt-1","unk",2927.002,2623.05,2964.661,3030.669,1.081,0.469
"WBGene00022748","oaz-1","CSR",2051.848,2175.739,2349.74,2237.417,1.084,0.469
"WBGene00013810","Y116A8C.37","unk",0,0,5.016,0.907,15.311,NA
"WBGene00009637","nspc-13","unk",140.649,164.951,204.224,182.525,1.262,0.469
"WBGene00010167","bgnt-1.6","unk",0,0,5.016,0.906,15.304,NA
"WBGene00019702","fbxb-39","unk",9.885,3.523,1.003,1.833,-4.658,0.469
"WBGene00022361","Y92H12A.5","unk",1102.814,979.929,1285.232,1052.395,1.123,0.469
"WBGene00012074","T27A8.2","unk",206.715,150.261,147.303,129.045,-1.287,0.469
"WBGene00009183","F27C8.2","unk",16.157,22.269,11.038,6.301,-2.233,0.469
"WBGene00000407","cdk-5","WAGO",1229.719,1173.787,1090.225,1084.962,-1.104,0.469
"WBGene00019471","cyp-35B2","unk",0,0.889,6.02,2.711,8.575,NA
"WBGene00044283","spp-22","unk",68.709,94.705,63.101,50.574,-1.444,0.469
"WBGene00001549","gcy-25","unk",3.643,4.642,0,0.877,-8.939,NA
"WBGene00003164","mdt-6","CSR",1863.859,1767.695,1957.279,1987.919,1.087,0.47
"WBGene00019239","H24K24.2","unk",39.871,59.85,36.056,26.289,-1.614,0.47
"WBGene00010969","R01E6.5","unk",0,0,3.008,2.739,14.947,NA
"WBGene00022311","Y77E11A.8","WAGO",0,0.886,5.015,3.631,8.52,NA
"WBGene00019329","ceeh-1","unk",207.065,251.812,283.885,275.658,1.216,0.47
"WBGene00021907","Y55B1AR.3","unk",0,0,3.009,2.736,14.931,NA
"WBGene00004916","snr-3","CSR",2539.648,2315.434,2248.455,2226.9,-1.084,0.47
"WBGene00000459","ceh-38","CSR",2915.256,2771.52,2742.318,2517.724,-1.081,0.471
"WBGene00011307","mpst-7","unk",59.531,32.823,71.224,67.047,1.511,0.471
"WBGene00006856","usp-14","CSR",7974.12,7598.192,7309.952,7358.372,-1.061,0.471
"WBGene00017909","F28H1.4","unk",65.646,79.848,82.515,121.244,1.397,0.471
"WBGene00044500","T19E7.6","unk",103.034,103.343,74.116,76.86,-1.367,0.471
"WBGene00010335","F59F3.6","unk",20.952,27.167,9.021,14.78,-2.023,0.471
"WBGene00006932","vps-34","CSR",2537.712,2547.079,2314.002,2397.657,-1.079,0.471
"WBGene00004037","plc-2","unk",184.031,228.262,243.845,264.25,1.229,0.471
"WBGene00000617","col-40","unk",0,0,3.009,2.731,14.904,NA
"WBGene00018014","wdr-83","CSR",970.314,919.735,1035.983,1061.433,1.111,0.471
"WBGene00001050","dom-3","unk",1133.079,1069.837,1228.803,1202.114,1.104,0.471
"WBGene00001710","grl-1","unk",24.789,36.326,14.043,19.064,-1.851,0.471
"WBGene00077763","glb-34","unk",13.607,18.437,6.004,7.361,-2.404,0.471
"WBGene00007233","C01G10.6","unk",17.161,28.623,17.025,3.757,-2.224,0.471
"WBGene00000477","cft-1","unk",123.167,135.672,87.308,107.681,-1.328,0.471
"WBGene00000955","des-2","unk",35.047,26.997,58.66,40.819,1.61,0.471
"WBGene00008418","D2030.8","CSR",2713.913,2352.671,2334.911,2316.464,-1.088,0.471
"WBGene00021844","sec-11","unk",2093.331,1897.044,1761.263,1890.367,-1.092,0.471
"WBGene00012974","Y48A6C.1","unk",793.134,832.513,744.418,703.185,-1.124,0.471
"WBGene00004393","rnt-1","unk",14.796,19.116,8.657,5.881,-2.348,0.471
"WBGene00004857","sma-3","WAGO",143.841,159.624,123.386,111.505,-1.294,0.471
"WBGene00021134","W10G11.1","unk",8.619,2.624,14.03,14.823,2.634,0.471
"WBGene00009916","F52A8.3","unk",7.033,16.457,2.86,5.166,-2.959,0.471
"WBGene00004148","pqn-65","WAGO",3032.259,3375.91,3134.049,2772.968,-1.086,0.472
"WBGene00018786","hmbx-1","CSR",27.312,11.555,37.121,32.519,1.818,0.472
"WBGene00011067","vps-11","unk",2968.799,2761.768,3087.786,3078.08,1.077,0.472
"WBGene00008093","lron-1","unk",37.268,33.818,20.067,20.734,-1.74,0.472
"WBGene00010929","srt-45","unk",0,0,0,6.559,17.236,NA
"WBGene00009963","fipr-26","unk",8.423,3.349,0,1.988,-5.868,0.472
"WBGene00003785","nos-3","CSR",1455.32,1241.622,1615.719,1381.318,1.112,0.472
"WBGene00020417","nuo-2","CSR",1996.567,2050.412,2221.248,2162.649,1.083,0.472
"WBGene00017552","nep-7","unk",0,0.89,5.017,3.605,8.465,NA
"WBGene00013646","Y105C5B.3","unk",2.48,7.095,17.053,9.97,2.754,0.472
"WBGene00016432","C35B1.2","unk",1140.517,984.73,1161.416,1195.726,1.112,0.472
"WBGene00021234","irld-16","unk",0,0,3.01,2.715,14.822,NA
"WBGene00019477","cest-17","unk",218.675,288.445,193.653,218.043,-1.235,0.473
"WBGene00010895","M28.4","unk",0,0.891,5.017,3.601,8.456,NA
"WBGene00011580","ddx-19","CSR",5428.169,5260.716,5675.768,5692.527,1.064,0.473
"WBGene00007928","C34C12.9","unk",60.684,32.731,73.217,66.435,1.509,0.473
"WBGene00000789","cpz-2","unk",1126.919,1391.128,1471.765,1341.663,1.115,0.473
"WBGene00000146","ape-1","CSR",7146.689,6858.954,6676,6507.873,-1.062,0.473
"WBGene00022316","Y81B9A.2","unk",0,0,1.001,4.768,15.338,NA
"WBGene00019655","K11G9.5","unk",37.239,38.211,53.173,62.349,1.531,0.474
"WBGene00005423","srh-213","unk",0,0.885,4.012,4.548,8.455,NA
"WBGene00014054","dbt-1","CSR",3503.205,3476.749,3630.859,3848.626,1.072,0.474
"WBGene00005282","srh-60","unk",3.724,1.778,0,0,-15.625,NA
"WBGene00011668","clec-47","unk",940.219,1108.657,873.468,955.945,-1.122,0.474
"WBGene00017335","F10D2.10","unk",80.5,105.273,129.384,120.125,1.337,0.474
"WBGene00017429","F13D11.4","unk",76.839,129.337,89.273,56.299,-1.426,0.474
"WBGene00017739","F23C8.11","unk",3.723,1.777,0,0,-15.611,NA
"WBGene00021096","W08F4.7","WAGO",2.466,5.264,15.036,8.299,2.958,0.474
"WBGene00022397","Y97E10AR.2","unk",41.138,88.499,38.408,45.59,-1.556,0.474
"WBGene00007775","acd-3","unk",48.409,46.204,93.303,49.707,1.51,0.474
"WBGene00011790","T15H9.5","unk",0,0,2.005,3.691,14.906,NA
"WBGene00021967","Y57G7A.3","unk",0,0,0.899,5.173,14.552,NA
"WBGene00003595","ngn-1","unk",20.98,28.995,16.04,9.199,-1.993,0.474
"WBGene00007554","pptr-2","ALG",3269.494,3149.2,2981.08,2996.558,-1.073,0.474
"WBGene00006446","atx-3","CSR",1475.033,1462.678,1289.798,1387.39,-1.097,0.474
"WBGene00007395","dcar-1","unk",210.842,277.675,327.031,271.8,1.221,0.475
"WBGene00018199","F39E9.7","ERGO",79.016,58.037,46.117,45.937,-1.483,0.475
"WBGene00016254","fbxb-114","unk",0,6.206,0,0,-17.897,NA
"WBGene00015192","B0432.11","ALG",0,0,2.005,3.687,14.888,NA
"WBGene00001039","dnj-21","unk",308.983,271.293,400.344,298.273,1.205,0.475
"WBGene00011877","T21B4.3","unk",0,6.204,0,0,-17.891,NA
"WBGene00019016","F57F4.2","unk",0,0,2.005,3.686,14.885,NA
"WBGene00016759","C49A9.5","unk",93.092,95.07,133.434,116.591,1.328,0.475
"WBGene00022006","mpst-5","unk",2.474,0,0,130.661,53.532,0.475
"WBGene00009018","F21D9.4","WAGO",13.564,22.531,8.902,7.116,-2.263,0.475
"WBGene00020690","T22E5.1","unk",22.67,7.131,44.6,14.646,2.08,0.475
"WBGene00015480","C05D10.4","unk",212.285,259.606,153.302,223.181,-1.257,0.475
"WBGene00017714","F22F1.2","unk",4.952,6.189,13.038,15.486,2.548,0.475
"WBGene00000292","cap-1","CSR",2181.805,2172.616,2044.17,1978.703,-1.082,0.475
"WBGene00017520","F16G10.5","unk",0,0,2.005,3.682,14.865,NA
"WBGene00001102","dsh-2","CSR",3269.157,3288.83,2989.24,3121.308,-1.073,0.475
"WBGene00001631","gly-6","unk",284.092,320.79,389.163,332.247,1.189,0.475
"WBGene00008514","mrpl-44","ALG",1933.334,1830.822,1678.535,1775.669,-1.089,0.475
"WBGene00002977","lev-10","WAGO",303.388,380.135,281.141,291.73,-1.196,0.476
"WBGene00003387","mod-5","WAGO",31.077,52.576,68.234,60.276,1.522,0.476
"WBGene00015228","B0511.2","unk",189.367,176.716,143.414,146.795,-1.26,0.476
"WBGene00001309","emr-1","CSR",1356.899,1164.622,1292.959,1508.589,1.113,0.477
"WBGene00007922","pph-6","CSR",839.217,766.159,871.852,923.185,1.12,0.477
"WBGene00010436","JC8.4","unk",201.388,167.959,208.365,248.477,1.241,0.477
"WBGene00008014","fbxa-172","unk",6.208,4.445,1.003,0.903,-5.574,0.477
"WBGene00008793","F14D7.6","unk",74.248,80.953,103.032,108.217,1.359,0.477
"WBGene00019747","ipla-1","CSR",3303.55,3472.429,3699.857,3567.884,1.072,0.477
"WBGene00020748","nhr-221","unk",11.719,6.741,3.761,1.697,-3.383,0.477
"WBGene00003014","lin-28","CSR",1112.23,1029.479,1009.581,914.055,-1.113,0.477
"WBGene00000492","che-13","unk",29.72,34.522,11.982,22.844,-1.827,0.478
"WBGene00007333","ufd-3","CSR",8391.372,8279.522,7633.792,8080.98,-1.061,0.478
"WBGene00017833","F26F12.2","ALG",0,0,2.005,3.661,14.772,NA
"WBGene00206459","Y80D4G.1","unk",355.216,311.899,271.784,287.215,-1.191,0.478
"WBGene00009116","snx-27","unk",719.24,668.308,612.048,613.085,-1.132,0.478
"WBGene00016352","tbck-1","CSR",1059.209,1022.31,972.347,901.174,-1.111,0.478
"WBGene00021099","W08F4.10","unk",1.227,0,5.008,3.749,8.024,0.478
"WBGene00009955","eak-4","unk",3.708,1.763,0,0,-15.433,NA
"WBGene00007077","AC8.5","unk",0,3.543,6.018,9.99,4.277,0.478
"WBGene00000069","acy-2","unk",36.07,53.527,22.077,32.331,-1.651,0.478
"WBGene00018080","F36A4.1","unk",0,0,1.001,4.719,15.14,NA
"WBGene00005893","srx-2","unk",1.239,7.963,16.048,10.917,2.831,0.478
"WBGene00206380","C42D4.18","unk",66.787,74.998,54.151,42.95,-1.464,0.479
"WBGene00009688","F44E5.1","ALG",572.319,701.751,707.782,747.697,1.14,0.479
"WBGene00000585","cogc-2","CSR",3377.427,2987.497,2886.775,2997.497,-1.081,0.479
"WBGene00003611","nhr-12","unk",457.873,470.707,420.227,380.907,-1.16,0.479
"WBGene00021560","coh-4","CSR",918.511,756.003,960.689,918.216,1.125,0.479
"WBGene00013756","ftr-1","CSR",399.961,324.566,448.321,402.428,1.177,0.479
"WBGene00022069","eel-1","CSR",13124.424,13754.562,15433.351,13307.062,1.069,0.479
"WBGene00013322","talp-3","unk",16.158,16.928,5.017,8.999,-2.352,0.479
"WBGene00015142","B0310.6","unk",0,9.452,0,0.953,-9.867,0.479
"WBGene00009009","F21D5.4","unk",103.914,109.457,151.427,127.845,1.307,0.479
"WBGene00000622","col-45","WAGO",12.959,7.181,27.743,15.131,2.153,0.479
"WBGene00014261","shk-1","unk",125.258,221.023,150.236,112.195,-1.326,0.479
"WBGene00001232","eif-3.I","CSR",4120.931,3801.531,3785.426,3593.587,-1.073,0.479
"WBGene00045261","H29C22.1","unk",619.907,642.685,552.937,559.211,-1.136,0.479
"WBGene00009839","fbxa-188","unk",9.923,20.406,30.095,28.081,1.892,0.479
"WBGene00013323","Y57G11C.33","unk",852.24,800.09,927.244,914.268,1.115,0.479
"WBGene00008273","C53B4.3","unk",144.155,172.448,211.082,187.329,1.254,0.479
"WBGene00020687","ruvb-2","CSR",3544.189,3234.602,3553.455,3730.63,1.075,0.479
"WBGene00017046","utx-1","CSR",824.771,805.128,776.814,669.398,-1.127,0.479
"WBGene00010098","F55C5.10","unk",40.606,44.557,25.052,26.921,-1.64,0.479
"WBGene00019622","K10C2.7","unk",28.384,46.567,55.137,61.637,1.545,0.479
"WBGene00003658","nhr-68","unk",782.969,755.504,708.64,657.913,-1.126,0.479
"WBGene00175035","F54C9.14","ALG",17.312,8.821,29.08,21.942,1.977,0.479
"WBGene00010309","rpn-6.2","ALG",523.734,471.686,405.311,452.974,-1.158,0.479
"WBGene00007740","C26C6.6","ALG",0,0,1.001,4.704,15.076,NA
"WBGene00019277","sgcb-1","unk",55.694,65.38,96.277,75.686,1.415,0.479
"WBGene00006462","svh-5","unk",53.101,70.072,46.997,34.458,-1.518,0.479
"WBGene00012765","Y41E3.7","ALG",1079.626,1146.475,955.637,1051.409,-1.11,0.479
"WBGene00009296","F31E9.3","unk",8.681,8.871,23.073,15.404,2.188,0.479
"WBGene00007275","C03D6.1","unk",16.076,21.17,29.081,37.482,1.779,0.479
"WBGene00008675","irld-26","unk",0,0,2.006,3.639,14.674,NA
"WBGene00194689","Y38H6C.24","unk",1.205,0.839,6.991,3.963,5.434,0.479
"WBGene00009123","F25H2.12","CSR",3171.278,2930.383,3343.543,3216.209,1.076,0.479
"WBGene00019593","K09F6.10","unk",143.027,157.331,198.269,179.903,1.256,0.479
"WBGene00007258","hasp-1","CSR",1845.422,1760.364,1739.043,1559.986,-1.093,0.48
"WBGene00010038","rheb-1","CSR",1094.362,1007.277,1153.531,1167.672,1.106,0.48
"WBGene00021975","Y58A7A.1","unk",90.512,136.17,148.474,151.299,1.313,0.48
"WBGene00000529","clh-2","unk",50.766,73.642,37.729,44.735,-1.514,0.48
