"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"E04A4.8",20583.9411997898,0.186626119588113,0.117362428934106,1.59016919880634,0.111796671334387,0.310467956039542
"W08D2.6",2.28363614528292,3.55108812204467,2.23360270339805,1.58984770059702,0.111869138762447,0.310585666969954
"F48F7.2",160.612831950102,-0.455186457958036,0.286311674914243,-1.58982849055797,0.111873469981643,0.310585666969954
"F46F5.4",2.13284278249617,3.16690342915564,1.99209617610262,1.58973420417454,0.111894730315252,NA
"R06C7.1",27166.370997237,0.190223413540124,0.119694127904364,1.58924599619551,0.112004865743545,0.310902634405156
"T05A7.7",6.11691577574169,1.48481726471207,0.934513275542654,1.58886695734725,0.11209043252281,0.311026473118238
"F11D5.1",342.335403546297,-0.278055415763927,0.175007301605478,-1.58882179893701,0.112100630322235,0.311026473118238
"ZK1010.2",1046.38235017118,-0.224438879354306,0.141261416215801,-1.58881940565736,0.112101170799804,0.311026473118238
"T27A3.2",5786.38538926699,0.262417934733217,0.165188917060776,1.58859286326497,0.112152340478829,0.311120623633523
"W07G4.2",2.44111243053315,2.55815258245249,1.61044006928802,1.58848046024057,0.112177736058491,0.311143256544534
"D1044.7",30.0951100897982,0.89833497618713,0.56587421970062,1.58751705752279,0.112395586807845,0.311699606309481
"F32B6.5",414.929007930371,2.02522841174341,1.27600425118975,1.58716431379838,0.112475434839924,0.311852530687658
"F59A6.1",1670.56216988928,-0.321826311929923,0.20277366839108,-1.58712082531955,0.112485282106661,0.311852530687658
"T19B10.6",3083.78123417303,0.197864375240174,0.124686841925953,1.58689058271023,0.112537428169125,0.311949188556645
"C11H1.5",26.0961681460127,0.880565816534479,0.555018233085463,1.58655295275478,0.112613930113705,0.312113319895975
"T01H10.2",2.97482885865378,-2.14989395625892,1.35531790038575,-1.586265447868,0.112679106774054,0.312223929446589
"C37C3.6",4277.80847195155,0.615490273159158,0.388022214386314,1.58622431999828,0.112688432792894,0.312223929446589
"F35C5.1",15.7553921034092,1.34558693406041,0.848383715407158,1.58605936161167,0.112725844321905,0.312279652525279
"C09G1.1",6.75599278117897,1.51433064468173,0.955004254821666,1.58567947423911,0.112812037632547,0.312470475879257
"F46H5.8",195.762452576916,-0.395717117415275,0.249571567696654,-1.58558573425422,0.112833314450083,0.312481460438546
"T12B5.14",50.0869272560061,0.710414369465134,0.448194743558021,1.58505734321082,0.112953306212806,0.312765781630214
"WBTransposon00000095",34.7124816903047,2.92541370522837,1.8457611843194,1.58493619330665,0.112980832182921,0.312794018670844
"C02B8.6",171.976301552967,-0.302241906482145,0.19073081016249,-1.58465172053039,0.11304548684846,0.312925024244985
"C12D5.11",1.60016648830489,-3.27688631211114,2.06812476237146,-1.58447225802452,0.11308628988916,NA
"W03D8.3",15.3869579445171,1.27162147137415,0.802632443012422,1.58431357023338,0.113122379206029,0.313081787111143
"F42C5.2",24.8779901079569,-0.606445322229338,0.382796444784838,-1.58425014257958,0.11313680667697,0.313081787111143
"F35B12.8",42.0051085508767,0.660442141926852,0.41694860535805,1.58398932971536,0.113196147301372,0.313197985122174
"K10G4.5",18.0139647777872,2.05383250758497,1.29696623762222,1.58356667121138,0.113292363412116,0.313416161218715
"C03E10.3",32.303011598762,-0.672426238342212,0.424738707155182,-1.5831527172223,0.113386660426438,0.313619491432872
"Y54E5B.2",1540.53331527506,-0.235440397637959,0.14872191374978,-1.58309150078636,0.113400610524755,0.313619491432872
"T22C1.2",23.2944596510737,-0.883415378570177,0.558101236622464,-1.58289450121355,0.113445512275652,0.313695610001194
"EGAP9.2",12.6421145971792,-1.22600268076061,0.774628652088347,-1.58269730593541,0.113490472658054,0.313771867353427
